,asm,awa,ben,ccp,ctg,gom,guj,hif,hin,hne,hns,mag,mai,mar,mup,npi,ory,pan,rjs,rmc,rmo,rmy,san,sck,sin,snd,syl,thl,urd
asm,6.939231736466332,0.24621291584987715,1.3671054025906002,1.7531929651477496,1.0086361343194858,0.9395765034203942,0.7111576584743302,0.35589315372092284,1.6024496805303896,0.08345958568047122,0.5844778151642116,1.803405139491215,2.2167638381898214,0.8291810830882241,0.3327193933076999,0.4658589563347356,1.7651999527119404,0.28578961873084063,0.8919050224682453,0.3985911233515425,1.7799533165899937,0.7325798356028557,0.581463518588791,0.05632558107467997,0.14468130455132752,0.010772938410994705,0.5247938545276163,0.4839258565571464,0.1589176586893248
awa,0.37205407574273464,4.408956479663615,0.049711967092746244,1.9688425301677828,0.19224947112158292,0.9929338878561375,0.7392136409173162,0.23276667933232764,3.531983423033969,1.7022989522848084,0.6556665312360066,2.7911087098214424,0.8236008947131317,0.9050612100174846,0.8212841704127355,1.6639863962702912,1.9670588510387856,0.26397336943923616,0.837068220179046,0.4868403151659726,2.0174314133985267,0.8066389837282476,0.3563751840834806,1.7478925184010312,0.05026460266592433,0.014040590185117243,0.3985797328228846,0.8199783399450179,0.23178429606488646
ben,2.8463340567525828,0.3030627484495239,7.654097980193805,1.8808613142247483,1.6530016078381513,0.8742141305238468,0.8846250019474622,0.16261129526256296,1.9115305304664552,0.052415401651874,0.546048384378189,1.8231377025860362,2.297795222246737,0.4343988368865846,0.3807362875736326,0.2848619509954829,1.8524299169914558,0.2408205704651731,0.7222429786129662,0.3589683529950722,1.7805298427467797,0.8558649450674908,0.6939778071630702,0.05580605283123891,0.07987415622682892,0.010724518523622445,0.2561423941900799,0.6082497634075344,0.13018939442220906
ccp,2.094279603570227,6.039484850859501e-05,1.3751923166068227,7.775053638130284,0.8237832195801622,2.528716478399902,1.0709684566782256,0.7455046722048747,0.8552124207697424,2.101780146612508,0.6665062689077863,1.496127808543939,0.3177981697807154,1.0763151553204444,0.4663771971172662,2.637178262057217,2.2346545146209533,0.23685434531746105,0.5596182829100912,0.9562709795683842,0.6612308111911397,0.8750098211226929,0.5569341508648656,0.6567593535318982,0.005350716245316581,0.8741039537043376,0.4100458077281465,1.957804250670916,0.25623402955728414
ctg,2.21417862688316,0.16242810591114404,1.4358194105353288,2.0605714236009627,7.409290465201787,0.971372979351775,0.6387580633993678,0.3364661103271271,1.4620075260718122,0.07723580776036908,0.7307971766904742,1.833458888977763,2.194772237564163,0.6919594933271228,0.22991766547374207,0.4100461373705169,1.7759951392427704,0.256592775723298,1.32536828889443,0.5003342562847253,1.9471349881421787,0.7938235716761615,0.4634273239379519,0.04102448977606834,0.04724150567101806,0.01061086118140236,0.26816886582143246,0.7812351791258451,0.19315676788689148
gom,2.9289512362312786,0.12266091691300504,1.7896204466730572,1.8266723762686736,1.0929634791562564,5.081206725382158,0.9714041112138176,0.7552238204610424,1.3924623834576333,1.5735618465883072,0.5139922831949197,0.7415533160589911,0.15061389973275283,1.7357972396843986,0.5974244432245863,1.9709107836483721,2.4441666557794783,0.2345317273984931,0.5637530671357782,0.7308217367060601,0.6246288552165195,0.830892752075798,0.5091246293004481,1.541104370489364,0.024357911124936363,0.8316670557661552,0.4593193222839274,2.0750655259914907,1.2605987773143426
guj,0.3537031298578552,0.4619014338522033,0.04972898087012658,1.8211070457870857,0.10244318546307724,0.9250178416100416,4.305717138174737,0.2942840521177001,0.8411829194203871,0.08482471146029691,0.5598539113358237,1.5140086857494506,1.9477927891943996,0.932319458511758,0.28078026203248846,0.6590954249469605,1.8121154145898608,0.24334886348485352,0.8068188619386419,0.4509671004594483,2.0127312516377103,0.8073621654967366,0.4737308617210398,0.05674941580269547,0.09523002443807085,0.0196077760570534,0.31009797607002043,1.2367878585115872,0.19496971248851028
hif,2.9995883813180146,0.10102896842739756,1.9509985112308572,1.9432478336153542,0.9209216264536199,1.2423724446529356,1.3477198332601226,2.6670109271084383,1.156812785848582,1.5892093386308757,1.1321386838629395,0.3197415020041014,0.16224791828951798,1.5487330523829739,0.6025475722037724,1.5906362773633231,2.33747020251433,0.20598914902434728,0.31491848333506955,1.0712978858063458,0.4586380137920385,0.4840280188003533,0.6920758380217389,1.3472271962620885,0.02494314148237423,0.6903314358913988,0.7277170433983313,2.0149803374088235,0.4936412439709073
hin,0.4097675410112134,2.896061676695853,0.04278292388208028,1.8711092302702457,0.06283051981175268,0.900807942410678,0.4849517658697293,0.1518345125050927,7.825153502566893,2.2318611273404105,0.6045567557057847,3.607487112002813,1.0358341805474414,1.0534385529846413,0.5642249629545144,2.0213021947963536,1.8279080257285742,0.2347449764876334,0.9203374765162533,0.19475093118931516,1.8829386612999202,0.7420946235435345,0.3010928675113855,2.89508285598299,0.03044568450611523,0.010821213354199843,0.3860873240421388,1.5372912512372061,0.156543464853786
hne,0.35159277684946194,2.096283262067931,0.04210230852255604,1.91709595587267,0.13439395406406526,0.8914592221238687,0.6315944971753323,0.26614287999964326,2.640574540877893,7.054014698707831,0.5777516009969345,3.3448516593975617,0.6855439893290448,0.7632822073663759,0.44694270306016265,1.3726950246092022,2.0060562187205835,0.21430222564471502,1.0970878937476922,0.2388117845818631,1.88020217834794,0.5450751665603178,0.2862822207163469,1.9870730017194453,0.047803995258650415,0.010741744615901608,0.3972871245680619,0.8235422087687901,0.1753267112002324
hns,2.789284900121093,1.592063591741154e-05,1.557574670113994,1.5866890736329804,1.010252208377292,1.0638866639845805,1.549656552095896,1.173356981731788,1.0451617391720713,1.2567499239273257,4.956726109797438,0.6690125464555668,0.21165621468346332,1.3962260530622645,0.49059510866018174,1.5855479805396535,1.942487656683297,0.27790169378593793,0.34636375426220334,1.263457297593842,0.5175240725582826,0.8429360915238072,0.3909289903324798,0.9168690262660995,0.00045689047134521145,0.7972345601695755,0.6701094177893592,2.097675670720634,0.24815087650909656
mag,0.37540741244310716,2.638560105488933,0.041436271020465855,1.895309073219092,0.15805199731441838,0.9501024889270466,0.5463922710682092,0.2990022833966974,3.4512693746337617,2.7575107081402983,0.6215538848452917,7.267569354620586,1.0734592941972756,0.7944565560328939,0.9164473671233188,1.2574383844053825,1.8940573933417637,0.2389746025432213,0.9740129287446156,0.3076773650776427,1.892452111155686,0.6161021510563235,0.36293046484087554,2.416106362342861,0.049241426102028044,0.010639853329585332,0.25136557232609574,1.0149364343726939,0.18302026707088162
mai,0.34202266856691255,2.642547146151667,0.04104466139233531,1.9154463213943012,0.153620198144234,1.0247192286285824,0.5391950745397878,0.32677123611904446,3.698608390873094,1.6209910521774333,0.6574414211159743,3.345826804770059,3.458497793836132,0.5485189374023638,0.31017725807997354,1.8416298975595131,1.9610235584002158,0.22983081560227617,1.2457895693566732,0.5428328143590287,1.8566988295425408,0.8214571831780049,0.33812928498578015,2.137911002074254,0.046476989520158725,0.010609576583992657,0.23730611228380305,1.2334219017608585,0.23254847771622664
mar,0.4658644814480128,1.0509309208192994,0.043266600398855735,1.921111083791812,0.13023531427024287,0.830630273353707,1.2791666503596228,0.19232363886315987,1.8423070540289497,1.162204686446999,0.6010882663172421,1.6440321519594627,0.7885114064972543,5.212715210886615,0.49243003615764314,1.728466042797603,1.6460537297732658,0.23982852477101518,1.3346821297384044,0.6408086480084397,1.9694362215427048,0.8881587125252056,0.2968798805101224,0.8894167460524965,0.094550495596232,0.019915754913931865,0.6360262632415515,1.1683858549714348,0.15360752227075214
mup,0.31313415608413275,1.7047353705531751,0.04219797130334819,2.0309470265911083,0.049193029677622936,0.8653323177931717,0.5221600485907234,0.14363234133273942,3.0001747576217275,1.7373110907499036,0.640745707452372,2.9456776333640993,0.5602537191304693,0.6363187798634427,4.900079911835394,1.3985274384556936,1.6987665105594865,0.23076957912790041,0.6354156827071599,0.19352007426584958,1.8333460487070221,0.7415467164384272,0.32858881917514454,2.261262309233243,0.03096093284722832,0.010543269178888676,0.32300421234185006,0.9012597369678347,0.1777248706535491
npi,0.6335190828052044,0.8532132068716688,0.05030178403628492,2.0247484040533923,0.20876694055368406,0.9082753812449653,0.5851632638294629,0.23113626518046249,2.5947767565557127,0.7559721891901509,0.8564096253349558,2.3411259005592964,0.6182369598122885,1.3500391800325782,0.4979714230228826,3.9922299447418887,1.5325481855914547,0.25894173172179863,0.6733633195109171,0.4394232365582063,1.8960203437871594,0.9287888490261376,0.30487150171712546,0.9391900430666462,0.05117641521819525,0.014399125489053647,0.4662690942572491,1.3658356437923829,0.2085941557431174
ory,0.534979349028406,0.24153791819299467,0.044555345574209475,1.959336879863641,0.0776491814487993,0.8534208596123103,0.8891712617557348,0.14918981054795075,1.8907044591532047,0.049009535283679156,0.5788168427473925,1.5769671005564578,2.511687018782004,0.5733593587466075,0.24219243508142319,0.39858115157794904,6.115229118545388,0.1956651829092803,0.8128966840306265,0.3050959428344242,1.87401734803839,0.9089940534619193,0.6840808137716505,0.06247579863981639,0.07745405565759826,0.010725120797953963,0.41952345206596287,0.7134517929246722,0.12343939117809034
pan,0.3145564104367779,0.5690461212927437,0.040070900123803384,2.0720866694847406,0.13065409529198024,0.950708847787092,0.7717958586029171,0.22036874507160711,1.014697454260072,0.21548039051373843,0.6847087627483828,2.032448770226694,2.101980798967456,1.1435401708700978,0.11621567304777652,0.47008670346884807,2.210305689842431,3.484754917499487,1.571380221410638,0.5083180576018913,2.0777845041058898,0.773726982493734,0.4236173762492137,0.03947218582470455,0.05586687971288443,0.010583672705961134,0.6208930026865365,0.9082866027851841,0.22753151170382444
rjs,0.41243018615934385,0.7970388064486096,0.04255337328601403,2.0151600326392716,0.14199088119897155,0.88447877427776,0.6302487494857975,0.28531079385340746,1.9280626575845041,1.091726798929928,0.7359246189022417,2.2232563373517844,0.5369276599555098,0.8177106224751313,0.3941034871396239,1.9889514622729423,1.8460587432939706,0.28555849989123555,6.146106593583185,0.36631256659264066,1.8829129437691146,0.7662892269851308,0.3476641449904689,1.3614831986037672,0.03827105973387765,0.010729113059714482,0.43695780632726344,1.3061415205184415,0.20899455995241945
rmc,2.901729063659796,0.33365019900549625,2.090018715988014,1.6762171729877584,1.1950185049557343,1.8870795839010972,0.904080663412011,0.6727419499704478,1.9268324601263245,1.385874957503729,0.5727590881661891,0.4949003396633274,0.15028222810863903,1.813348568193438,0.4936117435247277,1.3554892735556259,2.497456036162402,0.28643270305991514,0.519652117463985,7.223218026939998,1.3665002612093515,1.1171324047724107,0.7740067826165314,1.4682272688453424,0.7207691109047678,0.8112738474365838,0.947854741155227,1.8545847790076213,0.6917909612673068
rmo,2.8458929031855975,0.020341290848731063,1.5224579661363544,2.0444836372167194,1.1551927274603382,2.1137941202974617,1.0247802792516019,0.656533016431083,0.8351924750797943,1.8350947412966818,0.5827401372225344,0.8416676779583396,0.17703035442694154,1.0612492534363789,0.5472616622524668,1.5388634830503198,2.056879529224688,0.3408369191496257,0.4193982730032653,1.9583947823625678,3.7637787885273704,1.6940289820383756,0.7360476904501801,0.9170153144793994,0.0008211441511853935,0.9039754664615931,0.5618842247574556,1.561669470156958,0.19964737268079327
rmy,3.0755526485236935,0.00037813330759570775,1.6007364109859181,1.9415696728125882,1.6903092101673107,1.884201221206975,0.9614227153318959,0.6954239411878358,1.0174003467109187,2.0269050896022174,0.3585451379064671,0.912787129857103,0.13737282764301265,1.1743730776242065,0.49993431921102893,1.5456671787533045,1.9689517596844213,0.3085589137182892,0.7186763580615325,1.9250273956320805,1.5610468122027397,4.549252855818781,0.4450844002655377,1.1022022977279533,0.0007626401142312283,0.5459387654746827,0.3015560900476148,1.802874108588595,0.20523070370141094
san,1.063912884236298,0.5406803722012054,0.044600671233316215,2.358635369031305,0.17915151778353167,0.790557814007312,0.33510225685508055,0.4108006200572772,2.284204125629916,0.460503207397147,0.3349126307968571,0.7566534965146001,0.5517239526445455,0.13277248765893065,0.10338331971557728,0.807068492065893,0.9713244714688062,0.20082328965001975,1.105565771761162,1.3074820502148976,1.9049391622573533,1.3797747320099327,3.6932238610737964,0.21272210820680335,0.13917009495449423,0.010203530265437303,0.4433709976949598,0.4177461794318106,0.135188532895201
sck,0.406264816395069,2.4904161638851225,0.042210825949527464,1.953361691885998,0.13996405660593753,0.9208137228080323,0.6107487733009203,0.3455150574836105,3.809830054888043,2.368483772157798,0.5911811565152711,4.282405746659807,0.9303260229136086,0.8619152251538931,0.7005584043935986,1.5900395859345084,2.0458203260539505,0.2416256590399273,0.9917976939267568,0.32595245284475366,2.0574575159434536,0.7039541848385313,0.3072237323759533,6.440662505293374,0.05915660575866996,0.01076999035566297,0.3693937336290036,0.8590930819386131,0.17724327894694483
sin,0.4797005586537908,0.2608087529588783,0.05195658627953372,2.037936472080901,0.2158468458512586,0.833165567078095,1.0139078707019944,0.3090709958790962,1.492997309871042,0.10432609837081662,0.5118482595803269,1.5555047780108964,1.9683347585405078,0.747386762961975,0.3086954509917197,0.4548108716309711,1.8480312566833978,0.21399107699114492,1.0116345181373108,0.9084299194652257,1.9945720722830498,0.7414165736463683,0.6975816968699409,0.06996683433729331,3.509352690427315,0.010502788740184092,0.4648749681910802,1.044357322210192,0.1437905108086861
snd,0.31159206729592787,0.18279090857975375,0.048657562796165954,2.0132162290647506,0.08884443218412985,0.8231969637709083,1.5632141612509658,0.17505835772513897,0.6395030126847205,0.04857475372274829,0.6720175235510016,1.9958095810712946,2.0469880005868784,0.7266141461365159,0.11762680696181263,0.901896735812629,1.616238028237124,0.21362342911661028,2.1111494424744497,0.9056289717849874,1.9294597067273647,0.8580763983729267,0.34168572033272865,0.05589725764515515,0.04351148221530484,4.887940334558723,0.455510287650739,0.722595184099625,0.7454190767651466
syl,3.1310414313538724,0.5050955358741982,1.3389340306261401,2.061836036289929,1.5656783030703467,1.8314504561541318,2.1125954879201805,0.7249742575009624,1.8985814034138722,0.9640403011674682,0.6591438853567206,0.5688617800357872,0.2510066682822719,2.1075016505646165,0.5203729939445367,0.3640897452458477,2.42365780159583,0.16050224626434476,0.4487642737183837,0.6035486820908426,0.29142410749072223,0.3752309405294189,0.4992537446290549,2.29028111781465,0.013219478553973209,0.2528327077566586,5.304413747646465,0.5059995076972174,0.34744502535027466
thl,0.504666580072607,0.9259359056592255,0.04268646862772997,1.9650354458892776,0.13417311217243777,0.9174486961256882,0.6265780283170754,0.3496046578076535,2.42433789844535,0.9726049602858907,0.7231207031291146,2.291216533594613,0.6241140959101111,1.241771308274012,0.3703829001555739,2.1382171169265938,1.778326181646739,0.23441430768345728,0.846225255640186,0.4796504967335307,1.8011183596611087,0.7498807737637513,0.3829809575786841,1.3077236816994773,0.051762170915530564,0.010725252850452095,0.35842915930556596,4.448964106080014,0.18180315802375074
urd,0.293120695722206,0.44375623903400685,0.039872494169791016,2.174911183902028,0.09258702694958741,0.9816097393792725,1.0678626432966678,0.19809502632233852,0.8288052245371744,0.049521808440745094,0.701322440971983,1.7075332130108296,1.8137417383119399,1.357035113378423,0.05101588415844912,0.41006323692083685,0.6964417477802493,0.23199580202430742,1.7678971609455836,0.5499667211960481,1.8719810323059196,0.8429125519358411,0.4559918034860471,0.07247147769191487,0.041446539806461166,0.7297243113530743,0.4475592733645024,0.19535281813783245,3.487328831411295
