,ace,ary,arz,ban,ben,crh,dik,dzo,fuv,gug,hne,ita,mag,mri,prs,shn,spa,taq
ace,0.5374123440457428,0.005695715632416835,0.2543033432171854,1.2157330357856186,0.3946069969023661,1.0117618437099245,0.6976944524199845,0.4295912429619644,0.9973548396674234,2.36332889294927,0.46195044232071647,0.8949487994958567,1.4873725377699512,0.3499718075525431,0.0,0.4715135631710866,1.0777723206705871,0.2861882105697013
ary,0.44204705572785186,2.821520027093186,1.0521291869806937,0.997130739391459,0.007687097484279472,0.9367409829453897,0.5017891927041219,0.3365530202659111,0.6037572917561026,2.719871135802493,0.20075383046647696,0.10960409124036216,1.0555799497063578,0.39553836344985616,0.0,0.471792625774611,0.09345722796690174,0.231424420650747
arz,0.44364079456878075,0.2500894942298108,4.6159028713728105,1.0805373647664724,0.006276244640770945,0.7615136482935746,0.47691022158117147,0.36333061586220894,0.5855494318821839,2.6505655339599796,0.21323643190416428,0.10354963480704679,1.020861662777569,0.5189471638719597,0.0,0.4717551536623443,0.10201395169896788,0.10500638761260439
ban,0.4361656129375099,0.5533452551409385,1.7333425025003746,4.308162230393727,0.5066627545636128,1.6031977111958826,0.42159813926827266,0.42564329619626456,0.9096691214539478,2.355963189473557,0.5915256965488617,1.771928453703884,1.1434299368707177,0.5376256036405997,0.0,0.47192662844949285,1.674433388852493,0.5608150288935403
ben,0.44364079456878075,0.0021447778748158964,0.4023965489364937,0.5560898228750257,5.461078388500292,0.3224249645988037,0.4748891792169471,0.39212648566810643,0.5409781983929317,1.6802009108459277,0.14780192493613142,0.1261282551688345,0.457788840331572,0.1675332176613258,0.0,0.47126720162325375,0.0139842579313649,0.07957353610305692
crh,0.44364079456878075,0.002261141791412046,0.9149548173414898,0.901493106043908,0.04587101662585449,4.508481495572724,0.474832656095375,0.43507397901193007,0.45451555228605184,2.3679503158293334,0.1849167082162127,0.16618572395831518,0.43386296215557907,0.313999181050851,0.0,0.47122960401621933,0.06837119105870633,0.09029010873698701
dik,0.4420186263661684,0.002206190889395828,0.1427922299412641,0.5505100390803472,0.5438934971356663,0.2903668914896421,2.1698348367583438,0.3858385518042543,0.4708138824713617,2.2532917805620643,0.11240310465415773,0.31940946747047816,1.9528376718747198,0.10766048333872702,0.0,0.4721514803969235,0.6413230056267337,0.3745113157438327
dzo,0.44364079456878075,0.0021447778748158964,0.30008639842431906,0.3192671647716296,0.0015351925660559396,0.09365180191968682,0.5006041516771522,0.1844693660726477,0.12266567239182027,2.187127761280808,0.20334469598368587,0.07026794774773067,1.0615908778595333,0.2855265456306892,0.0,0.4730104504531465,0.6524534047141207,0.10681622034653016
fuv,0.7444041534352511,0.007781159831600294,0.1567760965415428,0.4985564226193193,0.5832520021043969,0.5432969181320506,0.5389012705569264,0.37937028919527815,5.04744645595878,2.342691452462004,0.1754653249428701,0.753539474232538,1.5729285374743787,0.3161684397694277,0.0,0.4717176726185764,0.8416885073411191,0.3288337492104539
gug,0.5153421348594751,0.0022837481584798013,0.18922080269548439,0.6746646441944893,0.539431204673832,0.7449297003593232,0.4282997220699986,0.4332695320574374,0.7135511083980305,2.370574029455419,0.11861289899040638,0.865121930590977,1.7574929190533974,0.15089700519847044,0.0,0.4711543817927335,3.122458244072311,0.2723744474751769
hne,0.44364079456878075,0.0021447778748158964,0.4762004135280596,0.6379715576385167,0.07759515378932862,0.6163113515400379,0.47531421238398497,0.2961337768093729,0.4962684117677608,1.6721789107910292,6.40532813553313,0.12652054347188327,2.497004768484749,0.0848008141198878,0.0,0.4719641260961635,0.014145366423409862,0.10012729647586323
ita,0.40794524998235837,0.052678416868666596,0.7424283173769493,0.6838693303180162,0.480025976994481,1.5787801951799276,0.5001126351675043,0.4330735039513637,0.693648417842612,2.4340228727153397,0.5507592137344154,10.011448952594701,1.2994261671079526,0.640212194651312,0.0,0.4721514803969235,2.978561780212576,0.25206111167719875
mag,0.44364079456878075,0.0021447778748158964,0.5142791888011924,0.49455281332150186,0.05707007590089013,0.5759299824607401,0.4905170803539301,0.32024835161978255,0.5492815454232295,1.5282632192175098,1.6910920534926321,0.1376195257529857,3.313191722486522,0.08701953474671031,0.0,0.471867543224495,0.0110368837111985,0.09397016288038693
mri,0.4335890623351037,0.8581269005620502,1.5628588505159715,0.4420377379073994,0.54439442136024,3.6787893945441974,0.4336943791073125,0.41411582142451653,0.5891084294612197,2.396025668227573,0.40162024752220443,1.7493418484600156,0.9713236910042331,7.38340474185891,0.0,0.472076565443293,1.0038123549629003,0.2918298292783497
prs,0.44364079456878075,0.007469208082501524,0.6349552348426677,0.8315621977556812,0.013454642206158886,1.0922480344760404,0.49665968608820416,0.30412072444559934,0.6608209328810359,2.320755270265367,0.18417648037777853,0.11727556973717117,1.0464566533873738,0.20252630542496666,0.0,0.4717551536623443,0.03908744254222674,0.32156045416256185
shn,0.44364079456878075,0.0021447778748158964,0.019155210803575108,0.057402323086688745,0.027914258048061386,2.2121606489552987,0.5394156029291666,0.4089921201226198,0.055673846140197006,3.9461181635406604,0.10249442952766197,0.2198751919277411,0.2620596476075644,0.03979537199607418,0.0,0.4716051758485557,0.005449305924336697,0.19464751516496312
spa,0.4346805880955825,0.016763447100639404,0.5525449396806704,0.7925677365808048,0.690876054789639,1.4266330503110114,0.5200419468871731,0.42876193197536394,0.6571747618802304,2.251753283598223,0.448375918160785,2.2155435172144395,1.436539185719236,0.4925338299857206,0.0,0.47256287658774504,6.172591534937742,0.23284711063308156
taq,0.4456560102834548,0.0021447778748158964,0.1269833329445902,0.6749833066724047,0.21581567566804793,0.5065820158943697,0.480799182506253,0.4269593099527828,0.36769603096094694,2.4570522277043456,0.07257151230058263,0.35314689638021085,0.9434796794561355,0.12966842987136643,0.0,0.47286140034784596,0.3717962680770344,2.030264555961847
